,tweet_id,sentiment,content
17848,1965817977,sadness,Damn I wish I was at Botcon with everyone.
17858,1965820156,sadness,"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!"
17859,1965820309,happiness,Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....
17863,1965820852,happiness,@KennyJ88 that was good . but mean  haha
17870,1965821542,sadness,ugh... my back is killing me.
17876,1965822547,sadness,"@MaidMirawyn I was supposed to go tomorrow tooooo, but have to use gas and ticket money to pay for car inspection fee."
17884,1965823983,sadness,Is at work
17885,1965824234,sadness,Bored to tears without my boys! They are at their dad's for a week
17892,1965825556,sadness,"@totalgunner Nurofen and marijuana, usually. But I'm lacking the latter currently."
17897,1965826977,sadness,I'm sick and sad .... missing out on Martini Lounge tonight
17898,1965828626,sadness,Going to have yum dinner then watch 'bad girlfriend' play. I have a 6am call time tomorrow
17899,1965828636,sadness,@RobertPound not my groom!  think i'll die an old maid! lol
17906,1965829682,happiness,Here's a big moan for Dave Leyrock... IM UP IN 8HRS!  pity me! Coloursfest ahoy xo
17909,1965830097,sadness,"@naontiotami No, but I missed you"
17918,1965831812,sadness,Can't beat all time low.. (: I soooooo want to go to Metro Station..  Your cheap shots wont be able to break bones
17924,1965834376,sadness,"this is the worst day ever, i've been told im a chav"
17929,1965835248,sadness,theres too much light pollution to see the stars
17937,1965836542,sadness,Im not friends with anyone anymore
17944,1965839500,sadness,"my friends are in San Pablo right now... they'll be drinking, laughing and swimming... and iim here....  huhuhu"
17948,1965840167,happiness,My whole life has come to this......incredibly amazing
17950,1965840326,sadness,Aw one of our fishies died
17953,1965840877,sadness,i give uppp a hour of tryin to tlk to @mitchelmusso  i love him but my minutesss lol
17957,1965842296,sadness,my puppy is sick
17961,1965843345,sadness,@mitchelmusso Hey Mitchel when will you be live again? I didn't get a chance to call you
17964,1965844618,sadness,@misterperturbed I ordered a replacement palm centro cuz my phone got kill't! I wanted a palm pre but cant afford a data plan
17966,1965849456,sadness,@selenagomez we'll miss you! I'm sad I didn't get to meet you
17968,1965850031,sadness,my dark knight dvd is missing   i'm pissed
17970,1965850181,sadness,Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.
17972,1965850226,sadness,i wish i was in cali wit mari nd lupita seeing vfc  not fair
17975,1965850432,sadness,I feel like my dream just got crushed
17985,1965852527,sadness,Home w/bae &amp; Myka.. He's so meann
17989,1965853398,sadness,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.
17990,1965853412,sadness,Hmmm... he's so lovely. I wish he was here now. I'm tired but can't sleep
17991,1965853567,sadness,@finellskii have fun!  i am sad to not be with you guys
17993,1965853805,sadness,@JayresC: n u can't change your profile backgroud neither
17996,1965854423,sadness,absolutely gutted that i'm not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!
17997,1965854742,sadness,@Boy_Kill_Boy That would be really great....except im not allowed to talk to boys on the phone  long story...my fault
18002,1965856015,sadness,AT&amp;T cheated the system and now I have no Green Day tickets  Damn you AT&amp;T!
18003,1965856088,sadness,It is Gloomy outside. It is making me sad  I miss the sun and its happiness!!
18007,1965856804,happiness,@StoneBrewingCo um... thats my favorite beer!! why must you torture me so when I can't make it down there!!
18010,1965857312,sadness,@djCrMix it's been raining every single afternoon in S.Florida  not fair! hehe
18011,1965857486,sadness,"@TheStevieOs Yes it's herrrrr.  Dude, I'm gonna fucking cry."
18018,1965859618,happiness,to the doctor  anyone wanna do somethin after for a bit?
18022,1965859955,sadness,@2Serenity No FAIR!
18023,1965860038,sadness,"@mitchelmusso I'm so sad I missed your calling time, I got home from practice too late"
18026,1965861014,happiness,"Going home to enjoy what is left of the day - I can't believe how quickly this week flew by, no time for tweets"
18038,1965869195,sadness,OH NO TODAYS JAY LENOS LAST SHOW!!! WE'LL MISS U MR. LENO
18041,1965870022,sadness,@jjooss I think he is :[ wish we could give him a tear or some blood to make him feel better
18047,1965871303,sadness,Gonna miss Thick As Blood next Friday
18050,1965872221,sadness,"@ivansharris Hey, where do you go last night?  Was expecting to see you @ On Broadway."
18053,1965872822,sadness,It SUCKS when my playmate is MIA all weekend.  Sad
18064,1965874598,sadness,@siwhitehouse Didn't work for me  Except when I used the word autofollow and got followed by an bot selling an autofollow program.
18074,1965876812,happiness,@MsHollywoodDiva hahahaha your watching 106 too... i miss Oceans 10...
18078,1965877530,sadness,Kill me now I'm so sick    n it's Friday night!!
18083,1965879441,sadness,@brighternoise really??
18086,1965880412,sadness,Nothing 2 do 2nte  Boooooooo! I'm totally bored!
18087,1965880534,sadness,I'm bored. I have a headache.
18088,1965880541,sadness,@amalah I am very jealous.  I was supposed to go see it in Seattle with a friend this summer but she had to bail out because of work
18103,1965888640,sadness,the tip of my finger hurts  lmao
18104,1965888791,sadness,my tummy kinda hurts!
18105,1965889033,sadness,i feel extremely depressed right now.
18106,1965889329,sadness,My head hurts....  Can wait to see the new photoshoot!!!!!!!
18109,1965889470,sadness,sux gabe just told me to go to the afterparty and I have ID that works but I can't go
18115,1965890781,sadness,Ugh I'm tired
18125,1965892574,sadness,A simple nice dinner doesn't exist in my world.
18126,1965892648,sadness,last day of school  so sad
18127,1965892888,sadness,Johnny actually invited me to the movies but i have too many things to do before the concert
18128,1965892983,sadness,"@kraeth She really loves that ride, doesn't she?  Too bad I wasn't there recording it"
18133,1965894090,sadness,My dreams have been crushed...Spock does not like the ladies.
18136,1965894968,sadness,is missing the fun she had with @Sylars_Army at Eclipse 3  #SArmy #SArmy #SArmy
18142,1965895701,sadness,http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....
18144,1965895851,sadness,Okay i feel really sick now
18146,1965896198,sadness,@glennbeck Missed your show tonight   Just HAD to go up to Lake Erie and enjoy the quiet!
18147,1965896620,sadness,"I've been to Rome, Italy. I love it there. Elegance, style. Very difficult to live in Chicago. No elegance here. Sad."
18149,1965896725,sadness,ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone
18152,1965897751,sadness,i need to speak with @sofiedeville! but i left my phone at home
18154,1965898005,happiness,new favorite group has to be J*Davey Hi&amp;Low is my shit. why don't the really flygroups come to Miami hell Florida? And no Rock The Bells
18155,1965898144,happiness,"@Candypants2 we did! They came out cold  The cheese sauce was good, though."
18159,1965900904,happiness,@coebooth Just got it a few hours ago! So not yet!
18160,1965900998,sadness,I regret not going to the Movie audition today  Seems like my neighbors are gonna get a call back .  http://myloc.me/21RK
18162,1965902305,happiness,"@jeanettesanchez lucky you, all we've had is rain in the city today  enjoy! ;)"
18170,1965903605,sadness,Fuuuuuuuudgeee I burned my finger with oil! It hurts
18173,1965903891,sadness,This is dumb. I keep losing followers!
18176,1965904240,sadness,big sis moved out 2day  its gna b weird without her! X
18180,1965905006,sadness,@TheSvilleNews http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.
18182,1965905205,sadness,another friday night with nothing to do ...boyfriend works until 1am
18185,1965905603,sadness,Can't believe preseason doesn't start until August  football with drawls..
18187,1965906005,happiness,"@bjolly086 Now, I can't call your kitten by its new name, because Ryan makes fun of the way I say kitten."
18188,1965906016,happiness,@iliveinbetween i graduate at 9am on Sunday June 14th...
18191,1965907542,sadness,"@rosegraymusic Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn't cut it anymore."
18196,1965909051,happiness,"... I want to die. I want to TAKE my own life, forever. She's trying to get me to do a duet."
18198,1965910063,sadness,Home. Got some nice plugs but no chipotle
18201,1965910739,happiness,Having internet access on board means I can see what bad weather we are flying into   http://bit.ly/h14Tw
18206,1965911304,sadness,aleesha's piggy died  she can't catch a fucking break man
18217,1965914590,sadness,"I had a realization today, and it made me sad  But at least the healing can begin."
18220,1965914974,sadness,@cohenster i know its awful  but never fear i've got loads of funds so we can have a drunken catch up post-exams ja?
18225,1965915748,happiness,@catrionat7 Yes yes Is. Ima Guna Be On For a While Lol.
18226,1965916005,sadness,@marsacademy *HUGS you*  awwww......i'm sorry you are feeling sad E!
18228,1965916206,sadness,@emmaroo INNERCHILD!SARAH LIKES COOKIES AND IS SAD THAT YOU FEEL SAD AND GUILTY
18229,1965916547,sadness,@no_surprises unfortunately yes
18231,1965916984,sadness,Sum1 plz cheer me up
18233,1965917170,sadness,@selenagomez come back to canada soon  we'll miss you!!
18234,1965917211,sadness,@writeinink sure i can talk....the fabulous sex part though is out  sorry dear
18237,1965920475,sadness,@natsolovelyx3: I knowww yur mother is being a bitch and she doesn't want to take me to the movies  bitch
18240,1965921391,sadness,@drbri I'm not sure as I've never used it. Sorry
18243,1965922231,happiness,7pm and I'm just now leaving my desk.  And just last week I was on a safari. My how time flies.  What's good for the weekend? JBII
18245,1965922477,sadness,@Kdpartak the ordered me a new blackberry to arrive TUES! I may die between now and them without phone  I have withdraws already
18249,1965923222,happiness,@ToxicSociopath awww. well before we know it youll be back visiting XD we will hang out constantly and have another heartbreaking goodbye
18252,1965924157,sadness,"@tellie_jean Now that I think about it, when I get to the States, they'll probably still be touring, so they won't be there  Dammit!"
18253,1965924239,sadness,@mattpicasso iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home
18256,1965925278,sadness,oh and #antiboyle didn't work out either  never too much of a bad thing eh uk eh
18258,1965925799,sadness,"@angel0712 Oh, I totally want to see Star Trek!  But Kristine had already seen it with her hubby."
18261,1965926769,sadness,@CaitEggers I need one too.
18266,1965928351,sadness,Mrs.Bates left
18270,1965929749,sadness,@robo__rob IKR. but i hate the lack of troyella  ggmow always makes me so sad
18272,1965930393,sadness,how sad was Hollyoaks
18279,1965931507,sadness,Exhausted after a 58 hour work week
18283,1965931989,happiness,@DirtyDizco Maaan if I wasnt in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*
18284,1965932139,sadness,@AnalystAlterEgo i have bad news... i have to go take the dog for a walk--they're upset w/me!
18285,1965932148,sadness,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?"
18286,1965932484,sadness,Got out of work late. Lame! Busy day.
18287,1965932544,sadness,@pcdnicole so sad u cancelled silverstone show  better see u in sandown park!
18289,1965932624,sadness,"@iamsuperbianca Oh, and I went with my friend to MYOH last night but they ran out of tarsier pins. So sad. He was really cute."
18301,1965933726,sadness,It's too hot!! Thermometer showing 25c at the moment
18302,1965933904,sadness,@scopezum I feel the same way! 9 hours of sleep and still exhausted! ahh!
18309,1965936226,sadness,"Last day of the TV up-fronts w/ our colleagues from Sydney, Paris, London..."
18312,1965936517,sadness,Feeling pretty tired and lonely
18313,1965936519,sadness,@Susan_Ferman that's so weak!!  facebook fail
18314,1965936554,sadness,"Panda express, it's been so long. I've missed you"
18317,1965936936,sadness,Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how shit my work is
18323,1965938626,happiness,im full. i had a tripple thick chocolate milkshake from mcdonalds now i feel sick
18326,1965939482,sadness,: doc said my bones look &quot;fine enough.&quot; also should see a rhumatologist. I'm such am old lady now
18334,1965941717,sadness,"... And, I was the only person who stood up for them. The world is full if spineless cunts. This makes me sad"
18335,1965942037,happiness,@celebritystatus wifeyyyyyy  me no likey u siky
18337,1965942344,sadness,tried to swat a fly with my Buddhist magazine... bad karma
18338,1965942375,happiness,@doodleworld  Thx had a great day &amp; gonna have a long weekend.  Excited yet I'll be missin my tweeple badly.
18341,1965943831,sadness,"I'm in tantra, anyone from kirki will know how sad this is, I'm drowning my sorrows ;)"
18342,1965943993,happiness,hm i'm happy but i want to join drama practice today !
18343,1965944182,sadness,"@JVB Thanks, I just found a article that say i cannot join you because i am in the UK though"
18355,1965947714,sadness,he was the reason i lived and now hes the reason im begging to die
18356,1965948023,sadness,youtube not working
18362,1965949573,happiness,Still working in the database and trying to decide what I want to eat.
18364,1965950185,sadness,i feel sad for you elizabeth.
18368,1965950861,sadness,to the people i was txting... sorry phone is dead and i can't resurrect it.  hopefully verizon will replace it and i'll it back by tonight
18370,1965951190,sadness,Dosen't Want To Go To Work Tomorrow
18375,1965951962,happiness,"@wildcurl7888  Well, I still can't wait for the one shot."
18380,1965952588,sadness,Wish I could be heading to LA for E3.  *le sigh* Maybe someday.
18394,1965957572,sadness,...No more adventure time
18395,1965957843,sadness,i miss you
18396,1965958098,sadness,"Uggh everything, I'm sending you!!! I keep sending it to my Twitter. So I have to forward it to you!!! I suck at life"
18409,1965962237,sadness,I got into a fight with the pavement. I think it won  poor little knee
18410,1965962366,sadness,Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today
18414,1965963225,sadness,This &quot;Monarchy&quot; is gonna bleed ALL of us dry! We are nothing more than slaves to the pigs in D.C. I don't reconize my country anymore!
18421,1965964599,sadness,staying at home. unpacking!!!! crap!
18426,1965966084,sadness,@summerkristine i want you to go walking with me!! but i still miss my satan
18431,1965967093,happiness,Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.
18432,1965967177,sadness,I'm either always on the train or at work
18435,1965967366,sadness,I have to go to work.
18446,1965969489,sadness,head hurt
18451,1965974555,sadness,@Impala_Guy Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie
18454,1965976171,sadness,1) Traffic is lame 2) No matter how hard I try I can't get anywhere on time   3) UP Movie!!!!! Yay!
18456,1965976338,sadness,Its summer and no one has texted/called me. Im a loner
18461,1965977302,sadness,Killer headache  I want my food to be here!
18466,1965977924,sadness,http://twitpic.com/67x7n - MISS THEM ALREADY
18469,1965978469,sadness,"Sad I missed @tylerhwilliams going away party due to too much work, but I really am gonna miss that kid"
18470,1965978693,sadness,"slept in, missed bus, train delayed, doesn't stop at my stop, late for work. fucking heelllll"
18474,1965978860,sadness,why must the weather b so nice and then so bad all in 1 minute
18479,1965980003,sadness,"can't find my trusty hair tie  My hair will spill all over the place when I run!Mom's bands doesn't work for me,normal ones hurt.((("
18484,1965980697,sadness,"ugh gone through 2 new phones and now my screen is black, which means no texting"
18490,1965981430,sadness,My mouth hurts. Wish I could cut my head off
18492,1965982042,sadness,selling my drumset  sad day
18493,1965982690,happiness,"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x"
18495,1965983389,happiness,"@bztak1020 actually, my friend gave me the files today! lol but those are all CDA files... do u know how to convert them to MP3?"
18496,1965983756,sadness,"omg, NO ICECREAM"
18497,1965983762,sadness,@SimpleMia Yes. Need to listen to sad SP-Songs
18499,1965984083,sadness,I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won't be so bad... I was wrong
18514,1965986606,sadness,7pm on a Fri night &amp; I'm sitting at home alone...
18516,1965987026,sadness,OOUCHHHH I just pinched my own nipple by accident trying to fix my top
18518,1965987607,sadness,lost some $ at work....nt happy right now    --SLOANSTER--
18520,1965988026,sadness,Not feelin right. Hope the feeling passes. Stupid stomach.
18525,1965993780,sadness,Xfiles disc doesn't work.. Rippin
18527,1965994219,sadness,really sick and tired but my body's resisting rest!
18528,1965994596,sadness,@BuddyTV Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.
18533,1965995286,sadness,UP is the saddest movie i've ever seen
18534,1965995700,happiness,"Not going to Suffolk tomorrow.   However, now MB &amp; I are planning a picnic on the Mall with friends Neil &amp; Jodi."
18538,1965996220,sadness,"@1045CHUMFM Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again  it hates me"
18540,1965996603,sadness,My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S
18541,1965996604,sadness,I think i am getting a cold
18549,1965997768,sadness,"@angelicaaa workies with dad?  aw that sucks working on saturday morning. I'm about to study, when are your exams?"
18551,1965998035,sadness,@RealLifeKaz we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!
18557,1965998513,sadness,"I'm very upset right now, like I can't even formulate a complete thought...."
18559,1965998793,sadness,"@Tracybelle I'd hang with you, but... Tennessee."
18561,1965999043,sadness,really ill atm
18564,1965999884,sadness,131 miles away
18571,1966001383,sadness,going to a work people party then going home to visit Grandma. Sadness
18582,1966002846,sadness,"Poor @IMissBradAndJen 's mom just told her she looked like a hooker.  The skirt wasn't THAT short, and it's 87 degrees out!"
18583,1966003153,happiness,@chris_shields06 good job!  I wish i worked in a zoo
18585,1966004083,happiness,"Doing homework and then going to bed, have to leave at 6:50 tomorrow morning for work  and then i wont be off till 6"
18587,1966005176,sadness,Boyfriend is out with friends tonight. Don't know what to do with my evening
18589,1966005806,sadness,about to start my least favourite chore.... mopping the floor
18593,1966029180,sadness,poor bretty.  but yay phils
18597,1966029483,sadness,my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???
18604,1966031338,sadness,damn...plans were canceled.....another friday night at home
18606,1966032357,sadness,just goy back from a day of tests at the hospital. going to start chemo on monday
18607,1966032444,sadness,cant believe ER is all over
18608,1966032450,sadness,wants to go see street dreams but it's not playing anywhere near here
18612,1966034114,sadness,There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it's plastic face and sides...
18615,1966034626,sadness,@JonathanRKnight understands you it's long the 6 hour
18616,1966034791,sadness,Big Sad Face   Bing doesn't work on iPhone.  It just takes you to the regular mobile Live search.
18617,1966035218,sadness,"@natbubba yeah, totally unfair.  we should just. FLAME THEM EVERYWHERE"
18629,1966037177,sadness,"well movie night spoilt by fracked up disk-happiness gone, so time for sleep"
18630,1966037292,sadness,"@TheStoryStarts nothing aimed at you, just joining in...sorry"
18631,1966037446,sadness,@theREALGiftedNJ yeah it is
18633,1966037770,happiness,night night twits! im so glad I will be waking up to a saturday off work!! printer has broke though
18641,1966038790,sadness,Thank you Google for your Adsense Payment.  If only the Aussie dollar wasn't as strong
18645,1966039476,sadness,@mpellegrini hurts to be you! Sunshine all weekend and you don't get to play. That's sad.
18646,1966039497,sadness,Has been a long day - Matinee and evening show. Will be sad tomorrow: last ever Welsh College show
18647,1966040333,sadness,"@TroublePandaPR Ok that's not true! Plus, you're insulting me saying that I'm insulting you! I've been trying to cheer you up. Butï¿½nadaï¿½"
18649,1966040479,sadness,Hitting up a bar or two most people being lame tonight
18658,1966041466,sadness,@ohhhbeka PS: Wish I were coming tonight.
18663,1966043275,sadness,my ipod died  not running until it is charged.
18672,1966047023,happiness,going away party at ambers  road trip tomorrow!
18680,1966048425,sadness,@superstarnikki its just one of those days....
18685,1966050359,sadness,As it turns out I do NOT get to go see The Decemberists...
18689,1966051163,happiness,@Sabrina1989 I thought it was a simple one  I found it hilarious.
18691,1966052256,happiness,Weekends are Great....if you don't have to work them.
18693,1966052793,sadness,@EP31 I have that problem with adult shirts too. It's so annoying since a lot of adult player shirts don't come in kid sizes
18699,1966054529,sadness,wants to hear his voice
18700,1966054766,sadness,Looks like my Twitter is down
18701,1966054943,sadness,@mitchelmusso i can't call you cause my portable sais that this number not excist  i want so much to talk to you
18705,1966055563,sadness,only 1 person online on MSN. I feel lonely
18706,1966055979,sadness,i going to go to bed &amp; i failed miserably at booking a holiday  although i do seem to have a new follower. HIGH FIVE. X
18708,1966056376,sadness,@mannyishere awww hes too cute!!wish i could've gone
18716,1966058020,sadness,@fizzythoughts  Boo for being at work during #beatwittyparty but at least you're still here!
18717,1966058292,sadness,it's gloomy outside
18724,1966060860,sadness,(that was a  btw -_-)
18726,1966061039,sadness,"@stacyday Yeah, Trimet says it's a 1hr trip, I get home at 6:30/6:45-ish, so we'd arrive just as everyone was leaving."
18734,1966065168,happiness,"Writers:&quot;They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?&quot; I like writing"
18741,1966066223,sadness,@retrodiva I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.
18747,1966068364,sadness,"@gasfreecommute -i'd love to be able to bike/bus/walk to work, but it isn't safe in my area"
18750,1966068842,sadness,@selenagomez AWWWW  we're gonna miss you!
18751,1966069017,sadness,I feel sorry for my bestie  good luck ali!
18758,1966070381,sadness,jungle book 2 is sooooo cute.. i have nothing to eat or drink
18759,1966070680,sadness,Got rocks. And found my car got birdied this evening.
18760,1966071238,sadness,@Crimsondreamer no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren't you?  SOPROUDOFYOU.
18761,1966071358,happiness,the plan was to take a nap (yea I'm still feeling last night) then go watch lakers game smwhere fun. looking like no nap
18762,1966071403,sadness,I heard an icecream truck and took of like a shot but I couldn't catch it.
18769,1966072961,sadness,"@FLucio I'm a jerk...  now I can't go out    Dammit Frank, why do I suck so bad?"
18774,1966074612,sadness,"Aw, Zach wasn't feeling well  Hope he gets better. So babysitting was canceled."
18779,1966075631,sadness,Had a pretty good day. Let's see how the night goes. ;-) oh I have to work all day tomorrow no picnic for me
18782,1966075880,sadness,@AwkwardTown fuck! I'm already thinking about all the shows I'm going to have to miss because I'm broke.
18792,1966077609,sadness,@dougreport how can I read the Floyd article says it's private
18795,1966078143,sadness,"is confused &amp; sad. oh no here comes the &quot;sweets&quot;, to cheer me up"
18797,1966078521,sadness,tonights been boring!
18798,1966078765,sadness,"Am I old? Pub kickin out time is whey too late, I'm stinkered:-/. Got the cubs tomorrow too  I'm gonna suffer !"
18801,1966079182,sadness,i so can't be bothered working tomorrow!
18803,1966082316,happiness,I need a bear hug  and Im going to camp today!!
18806,1966083627,sadness,Im Slowing on My Tweets..Cuase I Lost My Phone
18816,1966085239,sadness,"It's friday and I'd love to party, but don't have a sitter."
18817,1966085421,sadness,Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p
18822,1966086988,happiness,"@bkkrakora ew, i used to get &quot;suicides&quot; in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too."
18828,1966087948,sadness,"Cleaned four bathrooms this afternoon....(yes, go ahead and feel sorry for me...lol)....mine are still waiting for my attention"
18830,1966088075,sadness,@ev I'm trying really hard not to hate you.
18832,1966089045,sadness,Booo my best friend is leavin for the weekend. What ever will I do without her??
18835,1966089690,sadness,@triniaguirre i miss you  !!!! ??
18837,1966089921,sadness,"confused, angry, anxious and on top of everything LONELY"
18844,1966091942,sadness,"@ss1271 yes, that's what I meant... I don't have anything to turn it into Hirigana, though."
18852,1966094089,sadness,"i miss him  ALOT but im not gonna talk to him, i HOPE"
18854,1966094177,sadness,Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account
18856,1966094491,sadness,"Grandma Caminker passed away today.  She will be missed, but may she rest in peace."
18860,1966095555,sadness,UGH. why is it so hard to upload a picture on twitter?
18863,1966095860,sadness,Just saw a dooope bmw 6 series parked with the top back....to bad it was raining
18866,1966096234,sadness,"Sh t, I'm getting even more sad. I'm currently at the library and j think it'll be the last one tooooo"
18874,1966097148,sadness,upset.. friday night crying!
18885,1966102915,sadness,trying to fix my sister's ipod  then phoenix tomorrow morning at 445am! hopefully i'll actually get to play this tournament. stupid fence.
18892,1966104430,sadness,"@Mattshiloh Unfortunately your fix didn't work..   Oh well, I'm lovin' me some PeopleBrowsr anyways!"
18898,1966105354,happiness,"@Linooo Ahhh!  I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! I'm soo excited for 6th June, as its my bday aswell!"
18901,1966105988,sadness,Some things are better left unsaid . Its better if only i know
18904,1966106197,sadness,says our power went out...which RARELY ever happens...and i hadn't saved my sims game in a while.  http://plurk.com/p/x334f
18907,1966106360,sadness,"@BunnyBridget I would LOVE to learn trapeze! I've wanted to do that since I was a kid. Sadly, there's no place where I live that teaches"
18909,1966106843,sadness,Livin on ur own iznt nice at all. I miss my mum
18910,1966106897,sadness,Oh my ex / room mate is moving out today
18918,1966109179,sadness,"@TomCopestake  I'm sorry. You'll get there don't worry, one day at a time.  We should 'hang' when you're done."
18926,1966110261,sadness,I get an instant sad face when I see a little kid lose their balloon
18930,1966111688,sadness,@davidmihm Please no more tweet-memes
18932,1966112047,sadness,So tired and I have 17 hours to work tomorrow
18934,1966112253,sadness,chick fil a for dinner. Hopefully I feel better. My head and eyes are killing me
18940,1966114535,sadness,More depressed ty very much!!!
18941,1966114930,sadness,headaches are dumb.
18948,1966120040,sadness,@donttreeriddle Oh noes!! Melted ice cream = do not want.
18954,1966120825,sadness,missing someonee...
18956,1966120930,sadness,My arms hurt
18957,1966120964,sadness,OMG how sad is The Royle Family where Nana dies  I am sobbing!!!! :*( it's the saddest thing I've ever watched
18959,1966121024,sadness,"@MyInnerCougar Sorry your day was so bad   Gettin the drink on, good plan!"
18960,1966121456,happiness,@Wonder33Woman Yes I did see Mitch Hedberg and the whole floss thing.  He's hilarious.  I &lt;3 him.  Poor guy
18961,1966121485,sadness,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc"
18962,1966121839,sadness,"[H]ouse starts on Sunday and I'm sad as I can't afford Sky,"
18963,1966121947,sadness,@RVDS dammit i wanted to ask you about someone who i might be shooting but cant remember her name now
18967,1966122607,happiness,"@ktml nice work buying coda dude! It's a great app! Unfortunately, I bought it when it was the full $99USD  #jealous"
18969,1966122683,sadness,@norasake Sadly no. It didn't come with one...
18974,1966123573,sadness,@KSegIII  my cousins moved there like 2 years ago and I miss them so much. I was just looking at their facebook and now im sad
18975,1966123649,happiness,"@tarraxo I'm not sure.  Btw, YAY FOR WICKED TICKETS! That's awesome! When are you going?"
18981,1966124715,happiness,best show of my life. mcfly rocks my world  i wanna meet you guys ;;
18985,1966125707,sadness,Going to bed watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home
18986,1966125860,sadness,study study study.  What fun on a Saturday.
18987,1966126708,sadness,Stupid shopping bags left a red mark on my arm
18999,1966129375,sadness,not a very good day at the house
19000,1966129404,sadness,"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool...."
19002,1966129930,sadness,"@AwkwardTown I know. I think I'm going to have to miss it, though.  This is when sacrificing money for job happiness sucks ass."
19005,1966130824,sadness,"Played a show tonight @ Chinnerys, southend. Snapped my guitar strap, ripped off the strings then threw my guitar across the stage..."
19011,1966132160,sadness,@StanGill Uh.... what does that mean?
19021,1966154768,sadness,sitting around doing fuck all....tired
19022,1966154937,sadness,so bored...miss everybody already
19025,1966155977,sadness,@rodmcnasty000  I miss you
19027,1966156693,sadness,@MyroneTadrid  aw her latest &quot; selenagomezLast day of shooting... Goodbye Canada. &quot;
19030,1966157312,sadness,It just had to rain on me almost a perfect day now my clothes are wet
19035,1966157815,sadness,@bellagm yes that sucks. i miss you
19045,1966160431,sadness,Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography  http://yfrog.com/0xhu5j
19050,1966161110,happiness,i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!
19051,1966161518,sadness,"PLEASE PLEASE, ANYONE?"
19052,1966161543,sadness,missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!
19056,1966162362,sadness,"@adamtheeditor I heard it was disappointing, which I am disappointed by before I've even seen it.  What a waste of C. Bale."
19057,1966162428,sadness,@TraceyHewins Tired! I may have to go to bed. Trouble is I miss all my American evening friends.     X
19060,1966162799,sadness,@CSURyan I am surprised you haven't fired @StuckeyCSU for announcing the whole world of they body they'd found &quot;Selfish&quot;
19061,1966162981,sadness,I don't like my dress
19066,1966164135,sadness,Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school
19071,1966165995,happiness,it's too beautiful to stay inside
19075,1966167063,sadness,@RIngram08 glad u feel like cooking I'm so tired
19079,1966168179,happiness,Finally eating unagi I've been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!
